"MoveNumber","Side","Move","FEN","GameNumber"
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",54
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",55
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",56
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",57
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",58
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",59
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",60
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",61
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",62
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",63
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",64
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",65
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",66
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",67
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",68
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",69
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",70
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",71
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",72
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",73
1,"white","Nf3","rnbqkbnrpppppppp8885N2PPPPPPPPRNBQKB1R",74
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",75
1,"white","Nf3","rnbqkbnrpppppppp8885N2PPPPPPPPRNBQKB1R",76
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",77
1,"white","Nf3","rnbqkbnrpppppppp8885N2PPPPPPPPRNBQKB1R",78
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",79
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",80
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",81
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",82
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",83
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",84
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",85
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",86
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",87
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",88
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",89
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",90
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",91
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",92
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",93
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",94
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",95
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",96
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",97
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",98
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",99
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",100
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",101
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",102
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",103
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",104
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",105
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",106
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",107
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",108
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",109
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",110
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",111
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",112
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",113
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",114
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",115
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",116
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",117
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",118
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",119
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",120
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",121
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",122
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",123
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",124
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",125
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",126
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",127
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",128
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",129
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",130
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",131
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",132
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",133
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",134
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",135
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",136
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",137
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",138
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",139
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",140
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",141
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",142
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",143
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",144
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",145
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",146
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",147
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",148
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",149
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",150
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",151
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",152
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",153
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",154
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",155
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",156
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",157
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",158
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",159
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",160
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",161
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",162
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",163
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",164
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",165
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",166
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",167
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",168
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",169
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",170
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",171
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",172
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",173
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",174
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",175
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",176
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",177
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",178
